date,bowl,team_a,team_b,away_team,home_team,neutral_site,favorite,dk_spread,dk_total,adv_stats_coverage,model_home_margin,model_home_winprob,model_margin_fav,model_winprob_fav,fastai_winprob_fav,ensemble_winprob_fav,edge_vs_spread,pick_against_spread,massey_margin_fav,massey_edge_vs_spread,rf_total,rf_margin_fav,sp_plus_diff,fpi_diff,elo_diff,srs_diff,away_norm,home_norm,your_home_spread,dk_home_spread,lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linekerns,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca,lineopen_road_aligned,lineopen_home_spread,line_road_aligned,line_home_spread,linehow_road_aligned,linehow_home_spread,linedokter_road_aligned,linedokter_home_spread,linebihl_road_aligned,linebihl_home_spread,linemidweek_road_aligned,linemidweek_home_spread,linekeep_road_aligned,linekeep_home_spread,linecong_road_aligned,linecong_home_spread,linebillings_road_aligned,linebillings_home_spread,lineharville_road_aligned,lineharville_home_spread,linebig200_road_aligned,linebig200_home_spread,linepiratings_road_aligned,linepiratings_home_spread,linepimean_road_aligned,linepimean_home_spread,linepibias_road_aligned,linepibias_home_spread,linefei_road_aligned,linefei_home_spread,linerwp_road_aligned,linerwp_home_spread,linemassey_road_aligned,linemassey_home_spread,lineclean_road_aligned,lineclean_home_spread,linecraig_road_aligned,linecraig_home_spread,linedonchess_road_aligned,linedonchess_home_spread,linefluker_road_aligned,linefluker_home_spread,linesag_road_aligned,linesag_home_spread,linesagpred_road_aligned,linesagpred_home_spread,linesaggm_road_aligned,linesaggm_home_spread,linesagr_road_aligned,linesagr_home_spread,lineversus_road_aligned,lineversus_home_spread,linedwig_road_aligned,linedwig_home_spread,linefpi_road_aligned,linefpi_home_spread,linetalis_road_aligned,linetalis_home_spread,linecfp_road_aligned,linecfp_home_spread,linepig_road_aligned,linepig_home_spread,linefidler_road_aligned,linefidler_home_spread,linekerns_road_aligned,linekerns_home_spread,linel2_road_aligned,linel2_home_spread,linepfz_road_aligned,linepfz_home_spread,linemoore_road_aligned,linemoore_home_spread,lineelo_road_aligned,lineelo_home_spread,lineborn_road_aligned,lineborn_home_spread,linelaz_road_aligned,linelaz_home_spread,linekam_road_aligned,linekam_home_spread,linel2hf_road_aligned,linel2hf_home_spread,linepayne_road_aligned,linepayne_home_spread,linepaynep_road_aligned,linepaynep_home_spread,linepaynewl_road_aligned,linepaynewl_home_spread,lineteamrank_road_aligned,lineteamrank_home_spread,linelog_road_aligned,linelog_home_spread,linecons_road_aligned,linecons_home_spread,lineloud_road_aligned,lineloud_home_spread,linecurry_road_aligned,linecurry_home_spread,linedunk_road_aligned,linedunk_home_spread,linewayward_road_aligned,linewayward_home_spread,linedoi_road_aligned,linedoi_home_spread,lineargh_road_aligned,lineargh_home_spread,lineround_road_aligned,lineround_home_spread,lineavg_road_aligned,lineavg_home_spread,linemedian_road_aligned,linemedian_home_spread,lineca_road_aligned,lineca_home_spread,edge_vs_dk,abs_edge_vs_dk,open_home_spread,current_home_spread,edge_vs_market,abs_edge_vs_market,ratings_sources_home,ratings_count,ratings_mean_home,ratings_median_home,ratings_std,ratings_z,dk_vs_market_conflict,flag_high_dispersion,flag_outlier_market,flag_outlier_ratings,robust_edge,move_from_open_raw,flag_move_data_issue,move_from_open,flag_big_move,agreement_rate,agreement_n,disagree_sources,clv_direction,your_vs_median,your_vs_linesag,your_vs_linemassey,your_vs_lineelo,your_vs_linemoore,tier,tier_reasons,flags,total_pick,total_edge
2025-12-27,Texas Bowl,LSU,Houston,LSU,Houston,True,Houston,-3.0,41.5,1.0,2.65,0.5479,2.65,0.5479,,0.5479,-0.35,LSU,-16.61,-19.61,,4.28,-2.9,-8.26,-211.0,-3.5,lsu,houston,-2.65,-3.0,3.0,3.0,LSU,Houston,3.0,,0.3,3.0,-3.64,-11.69,-3.839,-2.86,,,,,,3.45,-5.02,-6.5,,2.1,,-5.32,-5.77,-4.9,-6.23,-3.21,-1.0,,-1.46,,,-5.13,1.0,-8.1,-3.761634076,0.44,-4.24,-2.209484019,,-0.184,-7.122,-9.879052956,,,,-8.3,-0.73213418,-2.5515,,,-5.796,-5.88,-0.5,,,-3.53078727,3.4900893055,-3.800317038,0.3879343323,0.4143329351,2.0,3.0,-3.0,3.0,-3.0,3.0,-3.0,,,0.3,-0.3,3.0,-3.0,-3.64,3.64,-11.69,11.69,-3.839,3.839,-2.86,2.86,,,,,,,,,,,3.45,-3.45,-5.02,5.02,-6.5,6.5,,,2.1,-2.1,,,-5.32,5.32,-5.77,5.77,-4.9,4.9,-6.23,6.23,-3.21,3.21,-1.0,1.0,,,-1.46,1.46,,,,,-5.13,5.13,-8.1,8.1,-3.761634076,3.761634076,0.44,-0.44,-4.24,4.24,-2.209484019,2.209484019,,,-0.184,0.184,-7.122,7.122,-9.879052956,9.879052956,,,,,,,-8.3,8.3,-0.73213418,0.73213418,-2.5515,2.5515,,,,,-5.796,5.796,-5.88,5.88,-0.5,0.5,,,,,-3.53078727,3.53078727,-3.800317038,3.800317038,2.0,-2.0,0.3500000000000001,0.3500000000000001,-3.0,-3.0,0.3500000000000001,0.3500000000000001,linesag|linemassey|lineelo|linemoore,4,4.19737100475,4.63,1.2135203154616216,-5.642568086835257,False,False,False,True,0.2884170916140456,0.0,False,0.0,False,1.0,4,,NEUTRAL,-7.279999999999999,-7.970000000000001,-7.67,-4.859484019,-6.890000000000001,C,EDGE_DK=0.35|EDGE_MKT=0.35|RATINGS_Z=-5.64,OUTLIER_RATINGS,,
2025-12-29,Birmingham Bowl,Georgia Southern,App State,Georgia Southern,App State,True,Georgia Southern,-7.0,59.5,1.0,2.38,0.5588,-2.38,0.4412,,0.4412,-9.38,App State,-10.53,-17.53,,-1.67,-1.5,0.69,-2.0,-0.7,georgiasouthern,appalachianstate,-2.38,7.0,-2.0,-4.5,Georgia Southern,Appalachian St.,-5.5,,-0.81,-4.5,-0.82,-7.67,-3.057,-2.46,,,,,3.8,,0.83,-5.0,,-2.1,,-3.06,-2.23,-4.06,-3.2,-1.06,,,,,,-1.3,1.0,3.125,0.339880543,1.48,-5.74,-2.744878853,,-0.049,0.7236,-5.211252823,,,,-1.8,-1.575476776,-3.92,,,-2.574,1.08,2.5,,,-1.617014225,2.7670819402,-1.95,0.5502236303,0.4601860648,-4.0,-2.0,2.0,-4.5,4.5,-5.5,5.5,,,-0.81,0.81,-4.5,4.5,-0.82,0.82,-7.67,7.67,-3.057,3.057,-2.46,2.46,,,,,,,,,3.8,-3.8,,,0.83,-0.83,-5.0,5.0,,,-2.1,2.1,,,-3.06,3.06,-2.23,2.23,-4.06,4.06,-3.2,3.2,-1.06,1.06,,,,,,,,,,,-1.3,1.3,3.125,-3.125,0.339880543,-0.339880543,1.48,-1.48,-5.74,5.74,-2.744878853,2.744878853,,,-0.049,0.049,0.7236,-0.7236,-5.211252823,5.211252823,,,,,,,-1.8,1.8,-1.575476776,1.575476776,-3.92,3.92,,,,,-2.574,2.574,1.08,-1.08,2.5,-2.5,,,,,-1.617014225,1.617014225,-1.95,1.95,-4.0,4.0,-9.38,9.38,2.0,4.5,-6.88,6.88,linesag|linemassey|lineelo|linemoore,4,2.67871971325,2.9024394265,2.33625248576807,-2.1653137852464974,False,False,True,True,4.014977001476026,2.5,False,2.5,False,1.0,4,,AWAY_FROM_YOU,-5.2824394265,-5.4399999999999995,-1.5499999999999998,-5.124878853,-8.120000000000001,X-REVIEW,EDGE_DK=-9.38|EDGE_MKT=-6.88|OUTLIER_MKT|RATINGS_Z=-2.17,OUTLIER_MARKET|OUTLIER_RATINGS,,
2025-12-30,Alamo Bowl,USC,TCU,USC,TCU,True,USC,-4.5,57.5,1.0,3.07,0.7886,-3.07,0.2114,,0.2114,-7.57,TCU,2.57,-1.93,,0.3,9.6,10.97,296.0,9.0,usc,tcu,-3.07,4.5,-5.5,-4.5,USC,TCU,-9.0,,-8.52,-4.5,-11.97,-4.13,-5.009,-9.39,,,,,,,-6.85,-1.0,,-6.8,,-7.18,-7.39,-6.2,-8.91,-13.58,-9.0,,,,,-7.16,1.0,-15.55,-11.92651871,-10.36,-2.76,-6.147686169,,-0.042,-6.3957,-8.786359906,,,,-11.1,-1.351582292,-5.453,,,-11.073,-8.76,-8.5,,,-7.862746603,3.5130760991,-7.945,0.4417336974,0.3149787841,-5.5,-5.5,5.5,-4.5,4.5,-9.0,9.0,,,-8.52,8.52,-4.5,4.5,-11.97,11.97,-4.13,4.13,-5.009,5.009,-9.39,9.39,,,,,,,,,,,,,-6.85,6.85,-1.0,1.0,,,-6.8,6.8,,,-7.18,7.18,-7.39,7.39,-6.2,6.2,-8.91,8.91,-13.58,13.58,-9.0,9.0,,,,,,,,,-7.16,7.16,-15.55,15.55,-11.92651871,11.92651871,-10.36,10.36,-2.76,2.76,-6.147686169,6.147686169,,,-0.042,0.042,-6.3957,6.3957,-8.786359906,8.786359906,,,,,,,-11.1,11.1,-1.351582292,1.351582292,-5.453,5.453,,,,,-11.073,11.073,-8.76,8.76,-8.5,8.5,,,,,-7.862746603,7.862746603,-7.945,7.945,-5.5,5.5,-7.57,7.57,5.5,4.5,-7.57,7.57,linesag|linemassey|lineelo|linemoore,4,5.734421542249999,6.4988430845,1.7572836663178788,-5.010244908665388,False,False,True,True,4.307784875655156,-1.0,False,-1.0,False,0.25,4,"linesag, linemassey, lineelo",TOWARD_YOU,-9.5688430845,-10.25,-9.92,-9.217686169,-5.83,X-REVIEW,EDGE_DK=-7.57|EDGE_MKT=-7.57|OUTLIER_MKT|RATINGS_Z=-5.01,OUTLIER_MARKET|OUTLIER_RATINGS,,
2025-12-30,Independence Bowl,Coastal Carolina,Louisiana Tech,Coastal Carolina,Louisiana Tech,True,Louisiana Tech,-8.5,50.5,1.0,2.57,0.5795,2.57,0.5795,,0.5795,-5.93,Coastal Carolina,7.07,-1.43,,1.2,10.0,6.21,179.0,6.9,coastalcarolina,louisianatech,-2.57,-8.5,7.0,9.0,Coastal Carolina,Louisiana Tech,5.0,,9.17,9.0,11.06,6.31,-3.246,7.71,,,,,,,4.32,2.0,,5.1,,7.27,8.9,3.68,10.11,13.52,14.0,,,,,7.9,1.0,16.325,13.52672277,13.36,11.23,2.038003874,,-0.039,6.5069,25.506759124,,,,9.5,0.0140948308,6.44,,,0.917,5.15,16.5,,,7.6520938087,4.9862194426,7.49,0.476848091,0.6766070772,9.0,7.0,-7.0,9.0,-9.0,5.0,-5.0,,,9.17,-9.17,9.0,-9.0,11.06,-11.06,6.31,-6.31,-3.246,3.246,7.71,-7.71,,,,,,,,,,,,,4.32,-4.32,2.0,-2.0,,,5.1,-5.1,,,7.27,-7.27,8.9,-8.9,3.68,-3.68,10.11,-10.11,13.52,-13.52,14.0,-14.0,,,,,,,,,7.9,-7.9,16.325,-16.325,13.52672277,-13.52672277,13.36,-13.36,11.23,-11.23,2.038003874,-2.038003874,,,-0.039,0.039,6.5069,-6.5069,25.506759124,-25.506759124,,,,,,,9.5,-9.5,0.0140948308,-0.0140948308,6.44,-6.44,,,,,0.917,-0.917,5.15,-5.15,16.5,-16.5,,,,,7.6520938087,-7.6520938087,7.49,-7.49,9.0,-9.0,5.93,5.93,-7.0,-9.0,6.43,6.43,linesag|linemassey|lineelo|linemoore,4,-6.2145009685,-5.795,3.4388068657780586,1.0598155438064714,False,False,True,False,1.724435314763828,-2.0,False,-2.0,False,0.75,4,linemoore,AWAY_FROM_YOU,3.225,4.699999999999999,1.7500000000000004,-0.5319961259999997,8.66,X-REVIEW,EDGE_DK=5.93|EDGE_MKT=6.43|OUTLIER_MKT|RATINGS_Z=1.06,OUTLIER_MARKET,,
2025-12-30,Music City Bowl,Tennessee,Illinois,Tennessee,Illinois,True,Tennessee,-2.5,61.5,1.0,2.95,0.5913,-2.95,0.4087,,0.4087,-5.45,Illinois,11.94,9.44,,-3.95,6.8,7.88,280.0,3.8,tennessee,illinois,-2.95,2.5,-6.5,-2.5,Tennessee,Illinois,0.5,,-1.27,-2.5,-1.2,-1.58,-2.677,-3.38,,,,,,,-9.59,-3.5,,-4.2,,-6.06,-5.96,-5.15,-7.51,-4.15,-2.0,,,,,-7.21,1.0,-8.755,0.637329974,-6.18,-4.52,-3.620166489,,0.048,-3.6174,-2.09486849,,,,-3.1,-0.553323728,-1.4105,,,-6.287,-4.16,3.0,,,-3.675062018,2.9549472103,-3.618783245,0.4795053612,0.4103169635,-2.5,-6.5,6.5,-2.5,2.5,0.5,-0.5,,,-1.27,1.27,-2.5,2.5,-1.2,1.2,-1.58,1.58,-2.677,2.677,-3.38,3.38,,,,,,,,,,,,,-9.59,9.59,-3.5,3.5,,,-4.2,4.2,,,-6.06,6.06,-5.96,5.96,-5.15,5.15,-7.51,7.51,-4.15,4.15,-2.0,2.0,,,,,,,,,-7.21,7.21,-8.755,8.755,0.637329974,-0.637329974,-6.18,6.18,-4.52,4.52,-3.620166489,3.620166489,,,0.048,-0.048,-3.6174,3.6174,-2.09486849,2.09486849,,,,,,,-3.1,3.1,-0.553323728,0.553323728,-1.4105,1.4105,,,,,-6.287,6.287,-4.16,4.16,3.0,-3.0,,,,,-3.675062018,3.675062018,-3.618783245,3.618783245,-2.5,2.5,-5.45,5.45,6.5,2.5,-5.45,5.45,linesag|linemassey|lineelo|linemoore,4,5.947541622249999,5.289999999999999,2.276768544148369,-3.907969321307602,False,False,True,True,2.3937435423584463,-4.0,False,-4.0,True,0.0,4,"linesag, linemassey, lineelo, linemoore",TOWARD_YOU,-8.239999999999998,-9.01,-12.54,-6.570166489,-7.47,X-REVIEW,EDGE_DK=-5.45|EDGE_MKT=-5.45|OUTLIER_MKT|BIG_MOVE=-4.00|RATINGS_Z=-3.91,OUTLIER_MARKET|OUTLIER_RATINGS|BIG_MOVE,,
2025-12-31,Citrus Bowl,Michigan,Texas,Michigan,Texas,True,Texas,-7.5,46.5,1.0,2.93,0.7549,2.93,0.7549,,0.7549,-4.57,Michigan,-7.52,-15.02,,1.39,-0.3,2.39,55.0,-1.0,michigan,texas,-2.93,-7.5,4.5,7.5,Michigan,Texas,1.0,,-1.27,7.5,-2.48,10.7,,0.9,,,,,,,1.58,6.0,,3.3,,4.98,3.68,4.92,7.0,-1.75,2.0,,,,,4.53,1.0,4.1,-2.02827326,-0.43,7.39,5.184891145,,-0.028,2.2948,8.820902345,,,,1.8,1.1915075356,0.9835,,,7.243,0.86,1.5,,,2.739256218,3.2670613469,2.0,0.4176767567,0.5668558112,6.5,4.5,-4.5,7.5,-7.5,1.0,-1.0,,,-1.27,1.27,7.5,-7.5,-2.48,2.48,10.7,-10.7,,,0.9,-0.9,,,,,,,,,,,,,1.58,-1.58,6.0,-6.0,,,3.3,-3.3,,,4.98,-4.98,3.68,-3.68,4.92,-4.92,7.0,-7.0,-1.75,1.75,2.0,-2.0,,,,,,,,,4.53,-4.53,4.1,-4.1,-2.02827326,2.02827326,-0.43,0.43,7.39,-7.39,5.184891145,-5.184891145,,,-0.028,0.028,2.2948,-2.2948,8.820902345,-8.820902345,,,,,,,1.8,-1.8,1.1915075356,-1.1915075356,0.9835,-0.9835,,,,,7.243,-7.243,0.86,-0.86,1.5,-1.5,,,,,2.739256218,-2.739256218,2.0,-2.0,6.5,-6.5,4.57,4.57,-4.5,-7.5,4.57,4.57,linesag|linemassey|lineelo|linemoore,4,-4.78372278625,-5.0824455725,2.077015972660631,0.8924932743176762,False,False,True,False,2.200271957536218,-3.0,False,-3.0,True,1.0,4,,AWAY_FROM_YOU,2.1524455725,2.0500000000000003,-1.35,2.254891145,4.459999999999999,A,EDGE_DK=4.57|EDGE_MKT=4.57|OUTLIER_MKT|BIG_MOVE=-3.00|RATINGS_Z=0.89,OUTLIER_MARKET|BIG_MOVE,,
2025-12-31,Las Vegas Bowl,Nebraska,Utah,Nebraska,Utah,True,Utah,-16.5,50.5,1.0,3.11,0.6344,3.11,0.6344,,0.6344,-13.39,Nebraska,9.89,-6.61,,1.0,12.6,12.41,360.0,18.4,nebraska,utah,-3.11,-16.5,14.0,16.5,Nebraska,Utah,15.5,,16.12,16.5,19.55,10.65,,11.6,,,,,,,13.72,1.0,,17.5,,12.39,11.05,10.85,16.98,17.03,23.0,,,,,15.24,1.0,14.025,17.4879223,19.37,22.66,16.504754049,,0.02,13.6917,26.656800442,,,,13.5,1.8022293876,12.95,,,18.511,14.62,21.0,,,14.685939865,5.3127709895,15.24,0.4689520704,0.8089913761,16.5,14.0,-14.0,16.5,-16.5,15.5,-15.5,,,16.12,-16.12,16.5,-16.5,19.55,-19.55,10.65,-10.65,,,11.6,-11.6,,,,,,,,,,,,,13.72,-13.72,1.0,-1.0,,,17.5,-17.5,,,12.39,-12.39,11.05,-11.05,10.85,-10.85,16.98,-16.98,17.03,-17.03,23.0,-23.0,,,,,,,,,15.24,-15.24,14.025,-14.025,17.4879223,-17.4879223,19.37,-19.37,22.66,-22.66,16.504754049,-16.504754049,,,0.02,-0.02,13.6917,-13.6917,26.656800442,-26.656800442,,,,,,,13.5,-13.5,1.8022293876,-1.8022293876,12.95,-12.95,,,,,18.511,-18.511,14.62,-14.62,21.0,-21.0,,,,,14.685939865,-14.685939865,15.24,-15.24,16.5,-16.5,13.39,13.39,-14.0,-16.5,13.39,13.39,linesag|linemassey|lineelo|linemoore,4,-16.31868851225,-15.1123770245,3.950779264228179,3.3433121996580177,False,False,True,True,3.389204788340879,-2.5,False,-2.5,False,0.5,4,"lineelo, linemoore",AWAY_FROM_YOU,12.0023770245,9.28,10.61,13.394754049,19.55,X-REVIEW,EDGE_DK=13.39|EDGE_MKT=13.39|OUTLIER_MKT|RATINGS_Z=3.34,OUTLIER_MARKET|OUTLIER_RATINGS,,
2025-12-31,ReliaQuest Bowl,Iowa,Vanderbilt,Iowa,Vanderbilt,True,Vanderbilt,-5.5,47.5,1.0,3.2,0.5594,3.2,0.5594,,0.5594,-2.3,Iowa,-10.32,-15.82,,1.31,3.9,3.58,-75.0,5.1,iowa,vanderbilt,-3.2,-5.5,4.0,5.0,Iowa,Vanderbilt,4.0,,0.38,5.0,1.7,0.87,,1.29,,,,,,,-1.81,-4.0,,3.3,,2.9,1.3,2.93,5.56,2.15,1.0,,,,,4.15,1.0,11.03,-0.145359008,2.26,9.06,4.807557791,,-0.01,-1.2444,-11.82689212,,,,0.5,1.4525547372,1.7535,,,5.031,-2.19,3.5,,,2.2248999549,3.2202869014,1.7535,0.4517710638,0.554420263,4.5,4.0,-4.0,5.0,-5.0,4.0,-4.0,,,0.38,-0.38,5.0,-5.0,1.7,-1.7,0.87,-0.87,,,1.29,-1.29,,,,,,,,,,,,,-1.81,1.81,-4.0,4.0,,,3.3,-3.3,,,2.9,-2.9,1.3,-1.3,2.93,-2.93,5.56,-5.56,2.15,-2.15,1.0,-1.0,,,,,,,,,4.15,-4.15,11.03,-11.03,-0.145359008,0.145359008,2.26,-2.26,9.06,-9.06,4.807557791,-4.807557791,,,-0.01,0.01,-1.2444,1.2444,-11.82689212,11.82689212,,,,,,,0.5,-0.5,1.4525547372,-1.4525547372,1.7535,-1.7535,,,,,5.031,-5.031,-2.19,2.19,3.5,-3.5,,,,,2.2248999549,-2.2248999549,1.7535,-1.7535,4.5,-4.5,2.3,2.3,-4.0,-5.0,1.7999999999999998,1.7999999999999998,linesag|linemassey|lineelo|linemoore,4,-3.73938944775,-3.8537788955,3.903529753506069,0.13817992478872,False,False,False,False,0.5892103161079246,-1.0,False,-1.0,False,0.75,4,linemoore,AWAY_FROM_YOU,0.6537788954999995,-0.3000000000000002,-5.01,1.6075577909999996,5.86,C,EDGE_DK=2.30|EDGE_MKT=1.80|RATINGS_Z=0.14,,,
2025-12-31,Sun Bowl,Arizona State,Duke,Arizona State,Duke,True,Duke,-2.5,49.5,1.0,2.74,0.3811,2.74,0.3811,,0.3811,0.24,Duke,-5.15,-7.65,,0.7,-2.8,-3.46,-80.0,-4.9,arizonastate,duke,-2.74,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2400000000000002,0.2400000000000002,,,,,linesag|linemassey|lineelo|linemoore,0,,,,,False,False,False,False,,,False,,False,,0,,,,,,,,C,EDGE_DK=-0.24,,,
2026-01-02,Armed Forces Bowl,Rice,Texas State,Rice,Texas State,True,Texas State,-10.5,59.5,1.0,2.57,0.5206,2.57,0.5206,,0.5206,-7.93,Rice,1.75,-8.75,,-0.82,11.0,12.13,389.0,9.5,rice,texasstate,-2.57,-10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.93,7.93,,,,,linesag|linemassey|lineelo|linemoore,0,,,,,False,False,False,False,,,False,,False,,0,,,,,,,,C,EDGE_DK=7.93,,,
2026-01-02,Duke's Mayo Bowl,Wake Forest,Mississippi State,Wake Forest,Mississippi State,True,Mississippi State,-4.0,56.5,1.0,2.76,0.4635,2.76,0.4635,,0.4635,-1.24,Wake Forest,5.53,1.53,,0.76,-0.7,4.91,-50.0,1.7,wakeforest,mississippistate,-2.76,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2400000000000002,1.2400000000000002,,,,,linesag|linemassey|lineelo|linemoore,0,,,,,False,False,False,False,,,False,,False,,0,,,,,,,,C,EDGE_DK=1.24,,,
2026-01-02,Holiday Bowl,Arizona,SMU,Arizona,SMU,True,Arizona,-3.0,51.5,1.0,3.18,0.6733,-3.18,0.3267,,0.3267,-6.18,SMU,-4.81,-7.81,,-3.44,-1.8,-3.39,-209.0,1.2,arizona,smu,-3.18,3.0,-1.5,-3.0,Arizona,SMU,-3.5,,-2.74,-3.0,1.93,6.41,-4.29,-0.6,,,,,,,1.26,16.0,,-2.4,,4.15,4.49,5.04,3.03,-3.76,-5.0,,,,,0.63,1.0,0.425,-2.25366271,0.09,-6.84,-4.69327171,,-0.028,1.4317,5.791832971,,,,0.3,-1.266379976,-3.85,,,-1.923,1.66,0.5,,,0.1953130564,4.5332535799,0.195,0.5549602115,0.5047024074,-3.0,-1.5,1.5,-3.0,3.0,-3.5,3.5,,,-2.74,2.74,-3.0,3.0,1.93,-1.93,6.41,-6.41,-4.29,4.29,-0.6,0.6,,,,,,,,,,,,,1.26,-1.26,16.0,-16.0,,,-2.4,2.4,,,4.15,-4.15,4.49,-4.49,5.04,-5.04,3.03,-3.03,-3.76,3.76,-5.0,5.0,,,,,,,,,0.63,-0.63,0.425,-0.425,-2.25366271,2.25366271,0.09,-0.09,-6.84,6.84,-4.69327171,4.69327171,,,-0.028,0.028,1.4317,-1.4317,5.791832971,-5.791832971,,,,,,,0.3,-0.3,-1.266379976,1.266379976,-3.85,3.85,,,,,-1.923,1.923,1.66,-1.66,0.5,-0.5,,,,,0.1953130564,-0.1953130564,0.195,-0.195,-3.0,3.0,-6.18,6.18,1.5,3.0,-6.18,6.18,linesag|linemassey|lineelo|linemoore,4,1.5308179275,1.7166358550000005,4.422919998012194,-1.0650922760568124,False,True,True,False,1.3972669645341755,1.5,False,1.5,False,0.5,4,"lineelo, linemoore",AWAY_FROM_YOU,-4.896635855,0.9700000000000002,-1.92,-7.873271710000001,-10.02,X-REVIEW,EDGE_DK=-6.18|EDGE_MKT=-6.18|OUTLIER_MKT|RATINGS_Z=-1.07,OUTLIER_MARKET|HIGH_STD_RATINGS,,
2026-01-02,Liberty Bowl,Navy,Cincinnati,Navy,Cincinnati,True,Navy,-6.5,53.5,1.0,2.98,0.798,-2.98,0.202,,0.202,-9.48,Cincinnati,-0.87,-7.37,,-1.43,-6.0,-9.53,-84.0,-8.0,navy,cincinnati,-2.98,6.5,6.5,-7.0,Navy,Cincinnati,-7.0,,4.33,-7.0,2.28,-0.46,,8.64,,,,,,,7.95,-10.0,,-2.3,,3.17,4.54,0.28,4.85,8.19,11.0,,,,,6.33,1.0,5.85,6.790130294,0.48,3.86,0.664203981,,0.064,5.4948,7.0601375149,,,,8.3,-1.282268342,-1.316,,,1.111,2.33,10.5,,,3.1825234917,4.9570099178,3.86,0.6695846666,0.5756114645,-5.5,6.5,-6.5,-7.0,7.0,-7.0,7.0,,,4.33,-4.33,-7.0,7.0,2.28,-2.28,-0.46,0.46,,,8.64,-8.64,,,,,,,,,,,,,7.95,-7.95,-10.0,10.0,,,-2.3,2.3,,,3.17,-3.17,4.54,-4.54,0.28,-0.28,4.85,-4.85,8.19,-8.19,11.0,-11.0,,,,,,,,,6.33,-6.33,5.85,-5.85,6.790130294,-6.790130294,0.48,-0.48,3.86,-3.86,0.664203981,-0.664203981,,,0.064,-0.064,5.4948,-5.4948,7.0601375149,-7.0601375149,,,,,,,8.3,-8.3,-1.282268342,1.282268342,-1.316,1.316,,,,,1.111,-1.111,2.33,-2.33,10.5,-10.5,,,,,3.1825234917,-3.1825234917,3.86,-3.86,-5.5,5.5,-9.48,9.48,-6.5,7.0,-9.98,9.98,linesag|linemassey|lineelo|linemoore,4,-3.91105099525,-3.5149999999999997,2.6175793865035013,0.3556915981423873,False,False,True,False,3.621666662291054,13.5,True,,False,1.0,4,,,0.5349999999999997,0.1899999999999999,4.970000000000001,-2.315796019,0.8799999999999999,X-REVIEW,EDGE_DK=-9.48|EDGE_MKT=-9.98|MOVE_DATA_ISSUE|OUTLIER_MKT|RATINGS_Z=0.36,OUTLIER_MARKET|MOVE_DATA_ISSUE,,
